student_id,age,gender,program,prior_gpa,total_logins,avg_session_duration,time_spent_on_materials,num_forum_posts,num_forum_replies,late_submissions,quiz_attempts,quiz_scores_avg,assignment_scores_avg,final_exam_score,text_feature_1,text_feature_2,text_feature_3,text_feature_4,text_feature_5,student_performance
S1328,29,Male,BSc,3.69,102,38.59,14.84,14,11,0,9,45.03,68.6,65.52,0.042,0.332,0.798,0.156,0.358,Pass
S1329,29,Male,BSc,2.84,119,15.23,25.52,15,9,2,1,68.1,49.46,97.06,0.436,0.876,0.476,0.512,0.255,Pass
S1330,36,Male,BSc,2.88,107,19.65,43.36,11,11,1,6,96.25,62.76,66.42,0.669,0.026,0.964,0.498,0.062,Pass
S1331,23,Male,MSc,3.27,110,59.94,42.08,17,10,2,9,44.66,62.36,70.41,0.559,0.514,0.241,0.209,0.271,Fail
S1332,19,Male,Diploma,3.55,111,19.78,45.14,15,7,2,7,61.04,78.9,45.41,0.13,0.531,0.879,0.923,0.953,Pass
S1333,29,Female,BSc,2.07,125,40.52,47.32,20,4,1,3,71.1,75.93,91.33,0.6,0.622,0.311,0.885,0.488,Pass
S1334,36,Male,MSc,3.19,129,31.01,25.12,13,15,0,7,93.97,43.58,87.75,0.279,0.966,0.705,0.465,0.069,Pass
S1335,22,Male,BSc,2.37,105,54.28,34.54,19,5,3,2,59.96,90.91,53.62,0.14,0.196,0.903,0.972,0.267,Pass
S1336,29,Female,Diploma,2.69,135,47.76,22.57,13,14,4,2,88.42,96.25,72.87,0.498,0.792,0.385,0.492,0.888,Fail
S1337,34,Male,Diploma,2.7,107,39.85,20.78,18,7,3,1,83.09,86.81,53.9,0.208,0.994,0.456,0.258,0.892,Pass
S1338,34,Male,BSc,2.94,124,10.54,24.42,25,12,4,3,58.42,50.7,62.48,0.077,0.642,0.062,0.946,0.64,Pass
S1339,27,Female,BSc,2.67,117,53.99,38.44,11,15,1,1,60.45,50.33,89.75,0.398,0.424,0.165,0.36,0.904,Pass
S1340,34,Male,BSc,2.21,113,32.23,27.56,12,7,1,8,51.46,83.57,59.08,0.805,0.661,0.968,0.573,0.176,Pass
S1341,32,Male,MSc,2.29,106,56.58,41.63,21,6,2,8,81.58,66.45,88.84,0.714,0.592,0.437,0.147,0.678,Pass
S1342,29,Female,MSc,2.07,104,34.78,38.53,16,7,5,4,73.79,86.73,97.21,0.444,0.579,0.315,0.156,0.36,Fail
S1343,33,Male,BSc,2.94,114,44.71,5.92,12,4,5,1,49.3,44.53,59.14,0.852,0.16,0.471,0.298,0.962,Fail
S1344,36,Female,BSc,3.91,116,13.46,33.36,14,6,1,2,77.2,82.99,91.43,0.085,0.245,0.45,0.247,0.707,Pass
S1345,25,Female,BSc,2.23,114,47.26,24.65,13,8,4,2,69.92,65.45,51.28,0.371,0.781,0.551,0.427,0.365,Fail
S1346,38,Male,MSc,3.89,107,26.9,25.55,11,13,5,2,45.56,41.86,30.2,0.222,0.253,0.176,0.852,0.548,Fail
S1347,34,Female,MSc,3.47,109,27.57,41.83,17,12,3,9,97.22,72.71,35.91,0.483,0.322,0.517,0.883,0.856,Fail
S1348,22,Female,BSc,3.27,106,15.93,29.64,8,7,3,7,90.09,81.94,81.6,0.599,0.53,0.226,0.693,0.853,Pass
S1349,39,Male,MSc,3.29,112,17.34,44.85,16,8,3,9,44.26,71.69,37.01,0.306,0.436,0.107,0.858,0.098,Fail
S1350,33,Female,MSc,3.65,103,19.29,37.08,14,6,5,2,95.88,47.37,95.74,0.704,0.187,0.734,0.643,0.69,Fail
S1351,23,Male,BSc,2.21,135,26.41,29.88,10,7,3,5,95.0,88.95,90.66,0.636,0.397,0.62,0.235,0.274,Fail
S1352,25,Female,BSc,3.01,125,54.6,38.95,25,10,2,1,42.53,59.03,66.04,0.065,0.613,0.841,0.378,0.209,Fail
S1353,35,Male,MSc,3.39,100,28.41,6.73,15,7,5,2,52.09,95.29,70.71,0.824,0.644,0.894,0.006,0.401,Pass
S1354,29,Female,Diploma,3.17,135,46.22,6.22,6,8,3,4,82.14,94.41,78.6,0.901,0.675,0.469,0.415,0.895,Pass
S1355,32,Male,BSc,3.67,129,14.14,8.75,13,7,4,1,96.07,52.02,81.21,0.832,0.012,0.121,0.512,0.115,Fail
S1356,26,Female,BSc,2.14,139,39.55,24.69,18,11,2,8,89.39,68.58,64.38,0.275,0.835,0.386,0.451,0.174,Pass
S1357,30,Male,BSc,3.38,133,34.09,15.6,9,14,2,6,56.91,48.24,51.94,0.602,0.12,0.63,0.747,0.874,Pass
S1358,32,Male,MSc,3.07,113,58.9,49.29,14,13,5,1,42.01,80.66,93.72,0.582,0.332,0.852,0.597,0.358,Pass
S1359,27,Female,BSc,2.76,141,52.31,29.4,15,9,2,9,68.37,91.12,33.26,0.323,0.321,0.056,0.101,0.09,Pass
S1360,33,Female,BSc,2.68,113,32.74,34.81,15,10,1,1,45.52,78.9,54.93,0.312,0.474,0.148,0.828,0.066,Fail
S1361,24,Female,MSc,3.24,132,48.76,17.55,14,6,2,4,54.72,55.63,76.66,0.945,0.074,0.895,0.261,0.987,Fail
S1362,34,Female,MSc,3.78,131,19.65,19.48,7,7,4,5,78.41,44.58,92.38,0.521,0.018,0.283,0.94,0.3,Fail
S1363,38,Female,BSc,2.99,116,38.12,20.1,13,11,5,9,69.7,44.16,35.2,0.36,0.044,0.253,0.259,0.716,Fail
S1364,39,Female,BSc,3.65,102,13.73,36.44,22,11,5,2,62.6,76.66,76.13,0.506,0.161,0.796,0.612,0.268,Fail
S1365,24,Male,MSc,2.8,120,27.4,26.32,12,10,3,9,95.8,97.2,64.1,0.224,0.925,0.637,0.807,0.226,Pass
S1366,31,Female,BSc,2.2,140,21.29,28.3,13,7,1,1,51.58,81.72,78.05,0.589,0.053,0.595,0.204,0.669,Pass
S1367,32,Female,BSc,2.12,129,45.95,31.64,12,11,3,4,69.25,83.84,52.2,0.932,0.459,0.305,0.123,0.671,Fail
S1368,38,Other,Diploma,2.1,121,34.5,39.6,7,16,0,7,74.41,59.76,79.75,0.584,0.545,0.936,0.978,0.717,Fail
S1369,24,Female,BSc,2.76,131,47.55,9.07,11,16,1,4,59.32,75.16,42.62,0.196,0.947,0.345,0.079,0.241,Pass
S1370,26,Male,MSc,2.67,122,35.76,39.96,17,12,4,8,82.32,59.0,84.28,0.83,0.204,0.395,0.274,0.048,Fail
S1371,36,Male,Diploma,3.44,123,14.32,30.35,18,7,1,7,92.04,94.1,82.45,0.562,0.629,0.791,0.415,0.141,Fail
S1372,33,Female,BSc,3.49,124,46.77,35.11,21,9,2,6,72.49,47.95,96.28,0.652,0.89,0.12,0.183,0.329,Fail
S1373,25,Female,BSc,2.1,128,51.66,19.74,11,6,1,5,86.88,77.92,42.13,0.65,0.524,0.712,0.031,0.81,Pass
S1374,35,Female,MSc,2.44,153,55.18,23.42,13,10,2,3,43.66,83.85,80.54,0.987,0.047,0.495,0.74,0.476,Fail
S1375,35,Female,Diploma,2.55,145,38.6,15.4,11,11,3,8,49.23,81.91,52.59,0.593,0.921,0.54,0.237,0.739,Pass
S1376,37,Female,Diploma,3.1,126,47.68,49.07,15,6,1,4,67.72,55.44,49.73,0.375,0.285,0.248,0.079,0.933,Fail
S1377,24,Male,MSc,2.29,116,47.6,27.37,14,9,1,8,95.26,69.16,58.11,0.563,0.955,0.862,0.03,0.247,Fail
S1378,20,Female,BSc,2.27,127,17.79,49.82,17,8,4,1,71.9,79.8,49.96,0.315,0.49,0.716,0.681,0.987,Pass
S1379,35,Male,MSc,3.89,121,18.21,27.04,12,5,0,2,65.94,95.86,47.37,0.923,0.186,0.86,0.843,0.575,Fail
S1380,27,Male,BSc,3.61,139,13.54,14.89,16,11,1,2,76.01,69.98,83.79,0.338,0.209,0.212,0.338,0.504,Fail
S1381,24,Female,BSc,2.36,127,26.0,27.84,13,13,3,6,47.47,58.03,78.97,0.584,0.325,0.357,0.014,0.002,Pass
S1382,34,Female,BSc,2.81,125,33.68,6.78,22,11,2,5,79.22,63.19,37.66,0.907,0.014,0.033,0.206,0.743,Fail
S1383,31,Male,BSc,2.71,114,59.89,45.71,19,15,3,7,45.64,72.48,69.21,0.679,0.647,0.575,0.202,0.398,Pass
S1384,20,Male,MSc,3.58,107,31.55,41.83,18,9,5,2,74.61,98.58,53.17,0.478,0.582,0.198,0.729,0.309,Fail
S1385,29,Other,BSc,3.02,115,46.31,37.66,11,4,5,9,82.86,77.7,97.97,0.66,0.514,0.592,0.413,0.445,Pass
S1386,30,Male,BSc,2.26,136,44.67,32.44,15,15,4,2,64.69,49.28,59.75,0.868,0.476,0.794,0.395,0.701,Pass
S1387,19,Female,BSc,3.48,121,20.22,31.09,17,5,5,1,94.65,90.59,32.84,0.233,0.917,0.967,0.901,0.346,Fail
S1388,20,Female,Diploma,2.79,135,12.93,49.85,10,11,1,2,49.12,50.89,53.22,0.276,0.182,0.873,0.119,0.642,Fail
S1389,22,Female,MSc,2.53,119,37.3,17.51,16,10,0,3,50.26,42.32,51.89,0.331,0.188,0.184,0.871,0.86,Pass
S1390,28,Female,BSc,2.75,116,45.02,40.09,20,11,0,6,71.01,46.01,30.39,0.272,0.034,0.869,0.057,0.085,Pass
S1391,25,Male,BSc,3.0,109,59.91,31.16,9,7,1,7,95.9,87.17,64.14,0.822,0.817,0.202,0.038,0.063,Fail
S1392,29,Female,BSc,2.69,128,27.93,48.91,15,11,0,6,63.44,94.11,93.41,0.453,0.418,0.182,0.909,0.552,Pass
S1393,24,Male,Diploma,2.48,111,54.82,42.25,14,8,3,1,95.58,56.09,86.16,0.807,0.104,0.973,0.81,0.288,Fail
S1394,32,Female,MSc,2.8,114,29.1,49.93,19,11,2,9,81.61,69.89,77.93,0.021,0.165,0.419,0.003,0.041,Fail
S1395,34,Male,MSc,2.04,123,44.47,31.47,12,8,1,8,86.95,75.83,54.05,0.099,0.81,0.547,0.191,0.264,Fail
S1396,21,Female,MSc,3.54,102,39.91,14.2,11,8,5,2,96.27,65.12,46.24,0.642,0.319,0.682,0.778,0.307,Fail
S1397,39,Male,BSc,2.34,116,12.65,27.67,19,14,2,1,74.34,43.92,53.98,0.367,0.05,0.82,0.606,0.888,Fail
S1398,30,Male,Diploma,2.09,112,13.92,37.0,18,10,0,7,78.5,43.4,38.61,0.189,0.961,0.707,0.197,0.463,Fail
S1399,35,Male,MSc,3.31,101,11.04,39.85,13,12,4,3,74.74,66.42,36.96,0.699,0.017,0.78,0.948,0.081,Fail
S1400,18,Male,BSc,3.55,100,28.54,5.02,14,12,2,3,87.09,87.87,70.22,0.898,0.464,0.516,0.84,0.59,Pass
S1401,33,Female,BSc,3.63,110,47.29,27.73,21,5,4,9,56.4,45.08,86.98,0.351,0.733,0.138,0.666,0.775,Pass
S1402,30,Male,MSc,2.99,134,18.64,15.59,20,13,3,2,87.28,52.34,36.96,0.335,0.97,0.641,0.096,0.966,Fail
S1403,27,Other,Diploma,2.41,110,40.29,44.37,8,8,4,5,82.81,56.19,53.46,0.744,0.696,0.253,0.473,0.901,Pass
S1404,29,Other,BSc,3.47,127,24.44,11.88,20,11,2,4,76.12,73.55,38.59,0.308,0.423,0.257,0.216,0.044,Pass
S1405,19,Female,Diploma,3.4,129,49.85,34.99,9,6,2,1,42.33,42.59,51.73,0.737,0.091,0.531,0.05,0.984,Pass
S1406,20,Male,MSc,2.49,115,49.92,16.97,11,11,1,6,86.47,91.6,88.12,0.709,0.63,0.186,0.528,0.504,Pass
S1407,27,Male,BSc,3.81,128,48.77,21.04,13,8,5,6,47.95,68.24,32.44,0.359,0.156,0.367,0.609,0.487,Fail
S1408,19,Female,BSc,2.21,95,36.24,47.33,19,5,4,1,97.72,69.11,75.3,0.57,0.572,0.245,0.111,0.522,Fail
S1409,30,Male,BSc,3.97,135,24.23,15.82,17,19,3,7,44.89,59.59,34.19,0.892,0.995,0.786,0.221,0.63,Fail
S1410,30,Male,MSc,3.72,141,50.47,9.28,13,4,1,6,83.22,52.72,59.86,0.239,0.576,0.481,0.382,0.642,Pass
S1411,35,Female,BSc,3.38,141,19.31,8.12,18,9,1,4,61.63,61.82,63.18,0.858,0.337,0.486,0.456,0.249,Pass
S1412,20,Female,BSc,3.88,104,24.49,27.71,13,7,3,7,84.14,94.8,58.11,0.421,0.022,0.517,0.721,0.368,Fail
S1413,24,Female,MSc,3.44,117,19.2,33.88,16,6,1,3,71.14,45.65,74.62,0.747,0.751,0.984,0.546,0.404,Pass
S1414,31,Male,MSc,2.38,120,43.71,19.73,14,13,3,6,77.77,43.64,98.16,0.64,0.627,0.987,0.708,0.307,Fail
S1415,37,Female,BSc,2.88,147,44.31,36.06,15,5,0,6,44.53,46.87,48.71,0.188,0.793,0.18,0.627,0.132,Fail
S1416,34,Male,BSc,2.14,135,42.63,7.75,16,11,1,6,97.99,86.62,72.68,0.719,0.783,0.991,0.954,0.714,Pass
S1417,38,Male,BSc,2.78,120,30.78,43.58,17,10,2,3,40.23,42.9,54.85,0.278,0.044,0.555,0.766,0.011,Pass
S1418,29,Female,MSc,3.48,117,15.01,41.75,16,10,0,5,96.47,59.99,99.97,0.525,0.883,0.637,0.684,0.474,Fail
S1419,33,Male,Diploma,2.77,132,55.56,49.35,7,9,1,1,74.1,65.49,96.57,0.943,0.375,0.379,0.518,0.586,Pass
S1420,29,Male,BSc,2.66,98,35.39,47.14,18,14,3,6,55.5,70.43,36.54,0.537,0.819,0.835,0.132,0.596,Fail
S1421,32,Male,Diploma,3.19,129,30.35,21.03,16,11,0,7,78.26,40.19,98.15,0.984,0.6,0.688,0.861,0.867,Fail
S1422,27,Female,MSc,3.74,123,39.44,22.97,11,12,5,5,80.37,69.21,81.68,0.017,0.239,0.863,0.667,0.632,Fail
S1423,24,Female,MSc,2.1,134,19.64,38.57,17,9,0,5,83.82,51.7,99.46,0.86,0.807,0.751,0.047,0.782,Fail
S1424,37,Female,MSc,2.77,114,16.63,11.03,20,15,2,6,40.99,45.87,83.97,0.201,0.026,0.492,0.942,0.886,Pass
S1425,22,Female,BSc,2.32,109,30.28,19.13,19,13,1,7,98.97,72.0,39.03,0.982,0.247,0.695,0.056,0.803,Pass
S1426,18,Male,BSc,3.39,117,21.36,10.33,9,7,1,4,77.07,84.65,82.53,0.524,0.996,0.24,0.785,0.171,Fail
S1427,34,Female,MSc,2.21,121,22.21,25.47,11,12,3,7,62.65,96.08,80.86,0.287,0.296,0.578,0.365,0.439,Fail
S1428,20,Male,MSc,3.33,122,54.63,29.84,14,2,0,5,74.24,94.76,41.67,0.522,0.056,0.665,0.649,0.965,Fail
S1429,30,Male,MSc,2.57,114,36.54,14.5,13,7,2,7,50.71,63.94,82.72,0.133,0.031,0.133,0.422,0.214,Pass
S1430,31,Female,BSc,2.4,129,34.17,6.2,12,7,3,1,54.84,82.24,77.23,0.216,0.869,0.324,0.417,0.684,Pass
S1431,35,Other,Diploma,3.87,112,44.47,37.37,15,9,5,2,45.15,81.74,99.61,0.34,0.554,0.523,0.262,0.717,Pass
S1432,21,Male,MSc,2.04,120,57.58,5.9,14,16,3,2,92.75,64.73,73.31,0.834,0.783,0.395,0.933,0.899,Pass
S1433,35,Male,BSc,2.88,125,15.61,48.8,12,9,2,7,55.1,45.89,59.02,0.267,0.124,0.894,0.745,0.311,Pass
S1434,22,Male,BSc,2.04,127,51.68,14.97,17,10,1,9,84.38,62.92,96.77,0.305,0.322,0.861,0.24,0.651,Fail
S1435,33,Male,MSc,2.97,119,39.2,34.88,19,10,2,7,56.45,99.54,73.95,0.834,0.387,0.061,0.759,0.02,Fail
S1436,18,Other,MSc,3.0,118,17.31,24.56,16,11,1,6,48.76,73.3,54.4,0.831,0.361,0.801,0.545,0.359,Fail
S1437,38,Female,BSc,2.64,129,24.86,7.69,18,7,4,3,46.49,60.48,31.47,0.899,0.767,0.081,0.931,0.467,Pass
S1438,31,Female,Diploma,2.26,121,34.12,26.25,8,9,0,5,91.61,84.63,82.96,0.149,0.771,0.518,0.673,0.694,Pass
S1439,32,Female,BSc,2.75,115,44.56,28.25,9,13,2,2,47.18,81.18,38.37,0.197,0.971,0.106,0.606,0.146,Pass
S1440,26,Male,BSc,3.34,106,22.13,43.46,14,4,5,9,45.23,74.73,94.66,0.877,0.173,0.441,0.087,0.448,Pass
S1441,32,Female,Diploma,3.56,119,36.74,37.96,20,6,5,6,40.56,78.25,97.3,0.004,0.443,0.688,0.183,0.553,Fail
S1442,34,Male,Diploma,3.06,119,44.23,8.57,17,17,3,9,61.99,75.1,46.55,0.474,0.335,0.671,0.995,0.938,Fail
S1443,21,Female,MSc,3.18,130,32.44,14.41,13,10,1,9,96.56,97.38,37.9,0.97,0.02,0.256,0.923,0.048,Fail
S1444,29,Other,Diploma,2.4,123,53.15,19.03,10,11,0,7,94.52,70.55,71.67,0.365,0.652,0.983,0.276,0.764,Pass
S1445,22,Female,BSc,2.57,131,53.47,10.24,17,13,5,5,46.9,75.41,44.96,0.66,0.613,0.743,0.254,0.339,Pass
S1446,22,Male,Diploma,2.32,119,33.53,25.56,17,12,0,4,40.75,68.3,67.93,0.56,0.439,0.722,0.801,0.528,Pass
S1447,28,Female,BSc,2.5,117,58.65,49.29,17,5,2,1,85.06,76.01,58.99,0.394,0.912,0.75,0.673,0.057,Fail
S1448,23,Male,BSc,2.45,107,13.78,28.16,16,6,3,9,58.39,93.45,85.44,0.528,0.122,0.661,0.3,0.739,Fail
S1449,24,Male,BSc,3.04,102,10.17,38.38,11,8,5,6,90.08,60.39,99.99,0.778,0.3,0.976,0.517,0.218,Fail
S1450,31,Male,BSc,3.13,129,29.03,35.73,19,9,2,2,52.93,69.75,61.98,0.775,0.761,0.414,0.659,0.022,Fail
S1451,28,Male,BSc,3.89,130,40.05,43.25,14,5,3,7,69.53,66.92,77.95,0.291,0.881,0.232,0.906,0.58,Fail
S1452,30,Female,BSc,2.39,120,41.46,14.71,13,9,4,6,41.98,63.88,53.93,0.903,0.131,0.464,0.296,0.887,Pass
S1453,19,Female,BSc,3.28,116,33.82,38.92,15,6,2,4,93.68,89.26,90.38,0.342,0.588,0.828,0.229,0.046,Fail
S1454,24,Other,BSc,3.63,126,16.24,44.66,9,10,1,6,50.68,53.92,32.59,0.494,0.684,0.719,0.417,0.079,Pass
S1455,37,Female,MSc,3.12,121,18.52,12.72,20,8,2,6,57.68,70.0,64.55,0.403,0.122,0.072,0.303,0.777,Fail
S1456,21,Female,BSc,2.51,112,52.61,20.61,11,8,2,5,68.78,95.48,42.37,0.768,0.608,0.826,0.501,0.243,Fail
S1457,25,Male,BSc,2.53,130,53.4,48.65,11,8,5,1,56.28,49.68,42.38,0.57,0.923,0.036,0.965,0.744,Fail
S1458,37,Male,MSc,2.08,136,43.69,40.14,12,15,4,3,42.41,40.28,67.31,0.686,0.614,0.258,0.886,0.971,Pass
S1459,39,Female,Diploma,2.61,116,43.21,17.72,8,10,5,7,41.75,55.91,51.55,0.924,0.109,0.737,0.557,0.788,Pass
S1460,38,Male,MSc,3.49,119,39.88,30.38,9,10,4,2,97.31,95.34,62.13,0.352,0.957,0.313,0.738,0.504,Fail
S1461,36,Female,BSc,2.1,114,20.15,23.19,17,11,5,1,59.53,45.26,51.4,0.617,0.116,0.611,0.564,0.719,Fail
S1462,30,Male,MSc,2.44,125,31.41,27.05,7,6,2,8,60.06,48.22,61.85,0.288,0.832,0.945,0.882,0.391,Pass
S1463,31,Male,BSc,3.41,135,44.79,20.98,12,8,3,7,95.37,59.22,50.01,0.762,0.365,0.863,0.375,0.186,Pass
S1464,27,Male,BSc,3.57,109,36.86,17.57,13,12,4,6,90.17,86.18,86.25,0.489,0.135,0.587,0.577,0.491,Pass
S1465,28,Male,BSc,2.91,123,10.93,35.36,14,12,4,5,81.22,85.08,69.05,0.604,0.975,0.383,0.423,0.274,Fail
S1466,19,Male,Diploma,3.4,112,57.68,40.03,10,9,3,6,79.51,45.22,41.3,0.184,0.289,0.213,0.432,0.233,Fail
S1467,26,Female,BSc,2.78,127,52.24,44.33,9,4,0,1,88.07,96.03,30.59,0.517,0.286,0.425,0.129,0.164,Fail
S1468,34,Male,BSc,2.32,121,23.03,11.99,19,9,4,9,50.13,54.33,31.22,0.614,0.565,0.171,0.295,0.221,Fail
S1469,20,Female,BSc,2.8,129,40.82,42.03,16,10,4,1,79.86,56.84,59.52,0.797,0.365,0.406,0.665,0.326,Fail
S1470,23,Male,Diploma,3.16,130,56.16,16.47,19,10,3,4,45.9,63.19,51.99,0.378,0.798,0.795,0.605,0.559,Pass
S1471,22,Male,MSc,3.9,135,14.8,24.23,16,9,3,3,47.59,78.07,48.35,0.181,0.473,0.274,0.73,0.628,Pass
S1472,22,Male,BSc,2.14,132,35.15,45.56,18,14,2,4,54.57,71.28,73.6,0.378,0.535,0.421,0.146,0.781,Pass
S1473,39,Female,MSc,3.01,110,32.81,25.45,11,7,2,1,82.59,95.72,86.92,0.898,0.93,0.789,0.822,0.056,Pass
S1474,32,Male,MSc,2.66,116,30.51,13.87,20,8,0,4,93.55,73.88,34.44,0.782,0.303,0.138,0.522,0.57,Fail
S1475,34,Female,MSc,3.02,119,51.78,12.19,14,13,0,4,81.45,91.42,37.7,0.485,0.653,0.714,0.137,0.617,Pass
S1476,26,Male,BSc,2.05,126,29.03,26.28,22,9,0,3,65.0,44.69,55.81,0.054,0.449,0.1,0.45,0.175,Fail
S1477,20,Female,Diploma,2.63,133,13.18,39.32,15,7,1,8,70.82,91.35,60.9,0.734,0.9,0.17,0.737,0.146,Pass
S1478,37,Male,BSc,3.64,114,13.29,49.87,15,8,3,7,82.74,51.86,57.67,0.434,0.626,0.538,0.057,0.363,Fail
S1479,34,Female,MSc,3.11,106,12.14,40.43,13,13,4,9,76.8,61.75,74.7,0.47,0.391,0.665,0.888,0.668,Fail
S1480,27,Female,BSc,2.9,107,30.46,44.47,21,8,3,2,71.77,59.19,36.11,0.59,0.149,0.349,0.548,0.934,Fail
S1481,20,Other,BSc,2.57,125,45.92,38.65,18,12,3,3,54.21,60.24,64.63,0.305,0.338,0.59,0.9,0.543,Pass
S1482,35,Male,BSc,2.6,120,20.19,45.29,11,10,0,6,77.02,95.12,86.82,0.174,0.075,0.889,0.67,0.221,Pass
S1483,35,Male,MSc,2.77,104,42.32,8.43,17,11,3,2,41.12,66.5,94.99,0.725,0.72,0.772,0.892,0.152,Fail
S1484,34,Male,BSc,3.67,108,44.35,46.85,18,9,1,2,73.6,56.08,69.23,0.957,0.999,0.014,0.091,0.434,Fail
S1485,20,Female,MSc,3.93,109,22.76,22.84,15,11,5,2,89.24,57.66,39.69,0.034,0.735,0.651,0.776,0.998,Fail
S1486,20,Female,BSc,2.88,117,40.03,46.47,13,9,4,2,50.79,88.2,80.92,0.933,0.3,0.396,0.776,0.388,Pass
S1487,23,Female,MSc,2.79,121,44.24,8.41,15,6,5,5,46.85,72.35,85.74,0.699,0.919,0.406,0.561,0.841,Fail
S1488,30,Male,Diploma,3.69,127,33.33,37.19,18,10,0,1,98.21,66.97,43.74,0.478,0.289,0.258,0.072,0.33,Pass
S1489,32,Male,MSc,2.85,130,26.84,38.11,16,8,2,7,90.61,95.61,77.43,0.686,0.059,0.274,0.112,0.404,Fail
S1490,26,Male,MSc,3.1,115,40.96,49.86,14,17,5,1,58.12,95.8,95.14,0.093,0.746,0.928,0.192,0.251,Pass
S1491,21,Other,MSc,2.46,146,58.89,39.6,17,6,4,1,52.51,85.37,80.32,0.16,0.187,0.312,0.281,0.385,Pass
S1492,31,Female,BSc,3.49,132,31.34,22.22,15,13,5,5,60.04,71.08,59.09,0.525,0.728,0.884,0.459,0.909,Pass
S1493,22,Other,Diploma,3.06,131,29.59,30.08,16,6,2,7,65.87,47.0,60.99,0.68,0.729,0.522,0.523,0.532,Pass
S1494,19,Male,BSc,3.62,109,33.21,21.49,15,12,2,3,89.26,82.48,35.57,0.492,0.459,0.775,0.388,0.207,Fail
S1495,28,Female,MSc,3.56,106,13.81,13.82,21,7,3,7,54.35,88.91,66.83,0.136,0.88,0.863,0.244,0.118,Fail
S1496,26,Female,MSc,2.43,110,37.66,16.18,13,8,4,9,83.25,91.12,86.19,0.96,0.482,0.093,0.215,0.704,Pass
S1497,20,Male,BSc,3.43,121,26.43,14.99,16,8,1,4,95.76,74.91,98.49,0.081,0.433,0.428,0.686,0.199,Pass
S1498,26,Female,BSc,3.6,138,16.07,29.7,19,6,3,5,62.77,77.01,57.95,0.984,0.155,0.598,0.328,0.133,Fail
S1499,20,Other,BSc,2.69,121,33.31,45.78,11,8,2,8,41.56,82.56,60.48,0.539,0.17,0.68,0.032,0.51,Fail
S1500,19,Female,Diploma,2.35,112,10.17,46.07,16,11,5,9,89.66,92.44,33.83,0.219,0.95,0.711,0.755,0.705,Pass
S1501,29,Female,Diploma,2.01,117,30.09,7.46,14,13,4,5,82.5,42.73,84.26,0.666,0.138,0.997,0.657,0.897,Fail
S1502,27,Male,MSc,2.9,122,15.29,8.6,13,13,3,5,48.94,73.79,80.17,0.504,0.286,0.437,0.399,0.016,Pass
S1503,26,Male,MSc,2.7,121,11.21,16.03,11,10,4,2,75.81,62.15,58.2,0.675,0.738,0.041,0.246,0.664,Fail
S1504,32,Other,Diploma,3.11,109,51.22,16.48,20,16,5,9,89.49,89.99,79.65,0.322,0.934,0.113,0.928,0.914,Pass
S1505,25,Male,BSc,2.38,124,55.81,9.27,19,8,0,6,50.86,48.03,73.61,0.956,0.077,0.272,0.251,0.885,Pass
S1506,22,Female,BSc,3.72,115,20.38,22.48,18,7,1,5,53.37,94.58,83.83,0.807,0.159,0.141,0.474,0.173,Fail
S1507,28,Female,MSc,2.52,138,36.96,31.45,17,12,1,5,52.11,47.44,51.99,0.476,0.845,0.5,0.724,0.25,Fail
S1508,19,Female,Diploma,2.45,122,23.9,31.02,13,11,1,4,99.85,45.36,75.56,0.266,0.594,0.852,0.531,0.198,Pass
S1509,32,Other,Diploma,2.96,140,34.68,29.45,14,8,2,1,53.77,60.79,73.79,0.218,0.617,0.103,0.065,0.103,Pass
S1510,23,Male,BSc,3.0,153,31.83,20.24,13,10,2,6,56.02,99.68,36.33,0.392,0.354,0.002,0.162,0.348,Fail
S1511,25,Male,BSc,2.43,107,23.45,36.79,13,9,1,1,42.88,78.03,49.67,0.43,0.402,0.32,0.812,0.416,Pass
S1512,22,Male,BSc,2.54,121,45.02,42.19,20,8,4,2,99.0,41.59,90.21,0.644,0.832,0.854,0.857,0.495,Fail
S1513,33,Male,BSc,2.34,134,16.32,20.58,14,13,0,7,54.81,54.96,40.93,0.661,0.315,0.862,0.213,0.788,Fail
S1514,35,Male,BSc,3.44,136,12.65,8.85,21,7,2,1,83.51,48.95,56.57,0.47,0.299,0.38,0.588,0.93,Fail
S1515,23,Male,MSc,3.54,131,48.38,18.33,14,15,5,8,41.58,40.06,45.77,0.098,0.919,0.816,0.587,0.13,Pass
S1516,22,Female,BSc,2.92,104,43.3,11.18,13,12,3,8,87.0,70.9,39.81,0.812,0.691,0.497,0.886,0.664,Pass
S1517,33,Other,Diploma,3.43,119,34.93,26.03,12,13,3,7,85.04,62.87,39.55,0.289,0.044,0.759,0.255,0.281,Pass
S1518,30,Male,BSc,3.47,111,33.39,12.02,13,12,2,7,45.05,76.8,54.36,0.45,0.75,0.924,0.216,0.882,Fail
S1519,22,Male,MSc,2.28,121,34.87,25.83,15,17,1,1,47.36,52.98,86.24,0.604,0.856,0.848,0.392,0.678,Fail
S1520,30,Other,BSc,3.93,118,31.85,14.95,17,8,4,3,57.71,89.86,97.64,0.947,0.672,0.458,0.372,0.143,Pass
S1521,34,Male,BSc,3.64,120,29.64,38.24,17,14,0,9,61.28,62.99,70.03,0.999,0.658,0.277,0.074,0.754,Pass
